id,location,date,category,status,state,comment,,,,,,,,,,,,,,,,,,,,
4390779,Bugolobi,1/25/2026,WW Store.Export Warehouse,Resolved,Remote,Provision of the authorisation code,,,,,,,,,,,,,,,,,,,,
4390806,TFA Arusha,1/25/2026,Store.Point Of Sale.Printer,Awaiting User,On-site,Fiscal memory overflow.,,,,,,,,,,,,,,,,,,,,
4390826,Kisumu,1/25/2026,WW Store.Export Warehouse,In Progress,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4390897,PPF Tower,1/25/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed POM/953/260125/000000017 on L04,,,,,,,,,,,,,,,,,,,,
4391253,The Junction,1/25/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed receipt for MAM/9506/260125/00000049 on L05,,,,,,,,,,,,,,,,,,,,
4391322,Bugolobi,1/25/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4391337,Naalya,1/25/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4391340,Golf Course,1/25/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4392069,Two Rivers,1/26/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed receipt for RWA/9581/260126/00000001 on L02,,,,,,,,,,,,,,,,,,,,
4392284,Mlimani City,1/26/2026,Store.Point Of Sale.Hardware,Resolved,On-site,Customer display port issues.,,,,,,,,,,,,,,,,,,,,
4392312,Kunduchi,1/26/2026,Desktop.Software,Awaiting Vendor,Remote,Ms Teams issues.,,,,,,,,,,,,,,,,,,,,
4392871,Sarit,1/26/2026,Finance.Oracle Financials,Resolved,Remote,Iprocurement password reset,,,,,,,,,,,,,,,,,,,,
4394033,Kunduchi,1/26/2026,Store.Workplace Compliance.Require logon details,Resolved,Remote,Worktrainer application.,,,,,,,,,,,,,,,,,,,,
4394159,Mlimani City,1/26/2026,Desktop.Password,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4395222,Garden City,1/27/2026,WW Store.Export Warehouse,Resolved,Remote,Attached reports,,,,,,,,,,,,,,,,,,,,
4395685,Sarit,1/27/2026,Pricing.Promotions/Clearance,Awaiting User,On-site,3 for 2 discount not picking,,,,,,,,,,,,,,,,,,,,
4396472,The Hub,1/27/2026,WW Store.Export Warehouse,Resolved,Remote,Attached reports,,,,,,,,,,,,,,,,,,,,
4396492,Mlimani City,1/27/2026,Desktop.Software,Resolved,On-site,REatilSoft installation request.,,,,,,,,,,,,,,,,,,,,
4396870,Golf Course,1/27/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4391727,Palm Village,1/28/2026,Store.Point Of Sale.Server,Resolved,Remote,POS credentials creation.,,,,,,,,,,,,,,,,,,,,
4392870,Palm Village,1/28/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving reports.,,,,,,,,,,,,,,,,,,,,
4397583,Mlimani City,1/28/2026,Desktop.Printer,Resolved,Remote,Unable to print checklist.,,,,,,,,,,,,,,,,,,,,
4397583,Mlimani City,1/28/2026,Desktop.Printer,Resolved,Remote,BO backup drive not updated.,,,,,,,,,,,,,,,,,,,,
4397617,Golf Course,1/28/2026,WW Store.Export Warehouse,Resolved,Remote,Provision of the authorization code,,,,,,,,,,,,,,,,,,,,
4397635,TFA Arusha,1/28/2026,Store.Back Office.Server,Resolved,Remote,Missing RetailSoft shortcut.,,,,,,,,,,,,,,,,,,,,
4398767,Sarit,1/28/2026,WW Store.Export Warehouse,Resolved,Remote,Attached reports,,,,,,,,,,,,,,,,,,,,
4398835,Naalya,1/28/2026,Desktop.Software,Resolved,On-site,Machine user WWAAATUGA has had challenges accessing sites while browsing,,,,,,,,,,,,,,,,,,,,
4398845,Naalya,1/28/2026,Desktop.Software,Resolved,On-site,POS and RTS user; MWP - Mwebaza Patricia has been assisted with changing her POS and RTS passwords,,,,,,,,,,,,,,,,,,,,
4399056,Naalya,1/28/2026,Desktop.Printer,Resolved,On-site,Zebra label printer connected on ww934stk02 has been printing continuously without stopping,,,,,,,,,,,,,,,,,,,,
4399274,Rupa Mall,1/28/2026,WW Store.Export Warehouse,Resolved,Remote,Attached reports,,,,,,,,,,,,,,,,,,,,
4399286,Mlimani City,1/28/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving reports.,,,,,,,,,,,,,,,,,,,,
4399594,PPF Tower,1/28/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving reports.,,,,,,,,,,,,,,,,,,,,
4400079,PPF Tower,1/29/2026,Store.Point Of Sale.Printer,Awaiting Vendor,On-site,Unsent reports.,,,,,,,,,,,,,,,,,,,,
4400108,PPF Tower,1/29/2026,Store.Point Of Sale.Printer,Awaiting Vendor,On-site,Serv Pass error.,,,,,,,,,,,,,,,,,,,,
4400429,TFA Arusha,1/29/2026,WW Store.Export Warehouse,Resolved,Remote,Receiving reports.,,,,,,,,,,,,,,,,,,,,
4401232,PPF Tower,1/29/2026,Store.Point Of Sale.Printer,Awaiting Vendor,On-site,Serv Pass error.,,,,,,,,,,,,,,,,,,,,
4401592,Mlimani City,1/29/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4401903,Rupa Mall,1/29/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed a duplicate receipt for transaction ZOK/9585/260129/00000034 on L04. Printer had run out of paper,,,,,,,,,,,,,,,,,,,,
4402019,TFA Arusha,1/29/2026,Store.Point Of Sale.Printer,Awaiting User,On-site,Unsent reports.,,,,,,,,,,,,,,,,,,,,
4404534,TFA Arusha,1/29/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Incorrect TIN syntax.,,,,,,,,,,,,,,,,,,,,
4402633,Naalya,1/30/2026,Desktop.Printer,Resolved,On-site,User has been unable to print checklists from ww934possvr,,,,,,,,,,,,,,,,,,,,
4403004,The Hub,1/30/2026,Store.Point Of Sale.Server,Resolved,Remote,"Customer PIN P052490226U under LAKO INSURANCE AGENCY LTD, was not picking at POS after registration",,,,,,,,,,,,,,,,,,,,
4403087,Mlimani City,1/30/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4403656,Kunduchi,1/30/2026,Store Operations.Loss of Trade.Power Failure,Open,Remote,Power outage.,,,,,,,,,,,,,,,,,,,,
4403764,Mlimani City,1/30/2026,Finance.Oracle Financials,Open,Remote,QlikSense sync issues.,,,,,,,,,,,,,,,,,,,,
4403806,Kunduchi,1/30/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4404208,Palm Village,1/30/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Have printed receipt for transaction MST/9572/260130/00000048 on till 5, PIN was missed hence syntax error",,,,,,,,,,,,,,,,,,,,
4404391,Kunduchi,1/30/2026,WW Store.Export Warehouse,In Progress,Remote,Receiving reports.,,,,,,,,,,,,,,,,,,,,
4405392,Palm Village,1/30/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Receipt no. MST/9752/260130/00000047 Till 5 amount of 67,000/ was printed without verification code",,,,,,,,,,,,,,,,,,,,
4405536,Palm Village,1/30/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Receipt no. DIA/9572/260130/00000014 TILL 3 amount of 9,475,800/ was not full printed",,,,,,,,,,,,,,,,,,,,
4405122,Kunduchi,1/31/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Printed receipt SOR/9573/260131/00000002 amount 103,400/=  for till 2",,,,,,,,,,,,,,,,,,,,
4405204,Mlimani City,1/31/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4405214,Mlimani City,1/31/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4405522,The Junction,1/31/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Have printed receipt for MAM/9506/260131/00000012on L02. Had a syntax error,,,,,,,,,,,,,,,,,,,,
4405553,TFA Arusha,1/31/2026,HO.Notification of External Authority Interaction.Head Office Notification,Open,Remote,Medical checkups.,,,,,,,,,,,,,,,,,,,,
4405591,Acacia,1/31/2026,Desktop.Back office PC.Maintenance,Resolved,On-site,"Keyboard on machine WW9605CASHOFF is faulty, unable to work",,,,,,,,,,,,,,,,,,,,
4405687,Mlimani City,1/31/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4405832,Bugolobi,1/31/2026,WW Store.Export Warehouse,Resolved,Remote,Provision of the authorization code,,,,,,,,,,,,,,,,,,,,
4406038,Nyali MSA,1/31/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Printed receipt for transaction NKU/9587/260131/00000037 on L04, syntax error ocured",,,,,,,,,,,,,,,,,,,,
4406052,Nyali MSA,1/31/2026,Store.Point Of Sale.Receipts,Awaiting User,Remote,"Laybye Customer cancellation of account Account number 0958702000732 - Joel Riya, failed to produce/print a receipt on L02",,,,,,,,,,,,,,,,,,,,
4406867,The Hub,2/1/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Receipt for MWW/9584/260201/00000013 on l03 has been regenerated and printed, it had printed a void receipt initially",,,,,,,,,,,,,,,,,,,,
4407005,Palm Village,2/1/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt (Done on server).,,,,,,,,,,,,,,,,,,,,
4407098,Mlimani City,2/1/2026,Store.Point Of Sale.Printer,Resolved,On-site,Unsent reports.,,,,,,,,,,,,,,,,,,,,
4407189,Yaya Centre,2/1/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Printed receipt for transaction VAN/9502/260201/00000032 on L02, had syntax error, wrong TIN used.",,,,,,,,,,,,,,,,,,,,
4407274,Bugolobi,2/1/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4407314,Village Market,2/1/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Have printed receipt for BRO/9583/260201/00000052 on L04,,,,,,,,,,,,,,,,,,,,
4408116,The Junction,2/2/2026,Desktop.Password,Resolved,Remote,Mail password reset,,,,,,,,,,,,,,,,,,,,
4409100,Garden City,2/2/2026,Finance.Oracle Financials,Resolved,Remote,Password reset,,,,,,,,,,,,,,,,,,,,
4410339,Village Market,2/2/2026,Store.Closure.Unforeseen Events,Resolved,Remote,Closed due to public transport strike,,,,,,,,,,,,,,,,,,,,
4410526,Galleria,2/2/2026,Store.Closure.Unforeseen Events,Resolved,Remote,Closed due to public transport strike,,,,,,,,,,,,,,,,,,,,
4410527,Kisumu,2/2/2026,Store.Reports.Back Office,Awaiting User,Remote,IBT not refelecting on BI,,,,,,,,,,,,,,,,,,,,
4410546,Yaya Centre,2/2/2026,Store.Closure.Unforeseen Events,Resolved,Remote,Closed due to public transport strike,,,,,,,,,,,,,,,,,,,,
4410580,Sarit,2/2/2026,Store.Closure.Unforeseen Events,Resolved,Remote,Closed due to public transport strike,,,,,,,,,,,,,,,,,,,,
4410651,Garden City,2/2/2026,Store.Closure.Unforeseen Events,Resolved,Remote,Closed due to public transport strike,,,,,,,,,,,,,,,,,,,,
4410687,The Hub,2/2/2026,Store.Closure.Unforeseen Events,Resolved,Remote,Closed due to public transport strike,,,,,,,,,,,,,,,,,,,,
4410857,Mlimani City,2/2/2026,Store.Point Of Sale.Printer,Resolved,On-site,Unprinted report.,,,,,,,,,,,,,,,,,,,,
4410929,Acacia,2/2/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4411931,Sarit,2/2/2026,Network.Internet,Resolved,Remote,IP phone not working,,,,,,,,,,,,,,,,,,,,
4411671,Kunduchi,2/3/2026,Store.Point Of Sale.Server,Resolved,On-site,Unable to reach server.,,,,,,,,,,,,,,,,,,,,
4411855,Kunduchi,2/3/2026,Network.AP,Resolved,On-site,Bandwidth issues on WW-Guest.,,,,,,,,,,,,,,,,,,,,
4411973,Naalya,2/3/2026,Store.Back Office.Receiving,Resolved,Remote,"An error - unable to INSERT record, has been encountered while bulky receiving of stock, SDN 6405130077",,,,,,,,,,,,,,,,,,,,
4411997,Mlimani City,2/3/2026,Store.Point Of Sale.Server,In Progress,On-site,POS backup failure.,,,,,,,,,,,,,,,,,,,,
4413559,Acacia,2/3/2026,WW Store.Export Warehouse,Resolved,Remote,Requesting for authorization code for store 9605 and  SDN 6405130078,,,,,,,,,,,,,,,,,,,,
4413833,Rupa Mall,2/3/2026,Store.PeopleSoft,Resolved,Remote,Peoplesoft Password reset,,,,,,,,,,,,,,,,,,,,
4474023,Mlimani City,2/3/2026,Desktop.Printer,Resolved,On-site,Store (Int) - Int RS Appl Report Incident,,,,,,,,,,,,,,,,,,,,
4414746,Golf Course,2/4/2026,Store.Point Of Sale.Software,Resolved,Remote,POS application on till U7 hang while user was transacting,,,,,,,,,,,,,,,,,,,,
4415269,Acacia,2/4/2026,Store.Point Of Sale.Pricing,Resolved,Remote,Kids Price Investment at the POS. We had a Price change on Selected Kids stock but the New Prices are not reflecting at the Point of Sale,,,,,,,,,,,,,,,,,,,,
4415471,Mlimani City,2/4/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4415836,Mlimani City,2/4/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4416021,Kunduchi,2/4/2026,Store.PeopleSoft,Resolved,Remote,Password reset.,,,,,,,,,,,,,,,,,,,,
4416226,Naalya,2/4/2026,Desktop.Email,Resolved,On-site,Update MFA details for FinanceManagerUganda@woolworths.co.za to +256775154915,,,,,,,,,,,,,,,,,,,,
4416682,Kunduchi,2/4/2026,Desktop.Back office PC.Maintenance,Awaiting Vendor,On-site,Pending firmware updates.,,,,,,,,,,,,,,,,,,,,
4416805,Naalya,2/4/2026,Desktop.Email,Resolved,On-site,Update MFA details for FinanceManagerUganda@woolworths.co.za to +256775154915,,,,,,,,,,,,,,,,,,,,
4417859,Naalya,2/5/2026,Desktop.Printer,Resolved,On-site,Kyocera TASKalfa 2020 GX powers but unable to fully boot,,,,,,,,,,,,,,,,,,,,
4418424,Naalya,2/5/2026,Finance.QlikView/QlikSense,Resolved,On-site,Reset Qliksense password for user; AccountantUganda@woolworths.co.za,,,,,,,,,,,,,,,,,,,,
4418571,Yaya Centre,2/5/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Have printed receipt for SMA/9502/260205/00000007 on L03, had a syntax error.",,,,,,,,,,,,,,,,,,,,
4418730,Naalya,2/5/2026,Desktop.Password,Resolved,Remote,Reset email password for user; FinanceManagerUganda@woolworths.co.za,,,,,,,,,,,,,,,,,,,,
4418768,Naalya,2/5/2026,Store.PeopleSoft,Resolved,Remote,Create new PeopleSoft account for  Sheiba Nankunda - FinanceManagerUganda@woolworths.co.za. Emp ID 7196339,,,,,,,,,,,,,,,,,,,,
4419526,Rupa Mall,2/5/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Have printed receipt for RAO/9585/260205/00000022 on L04, had syntax error, wrong PIN input.",,,,,,,,,,,,,,,,,,,,
4419673,The Junction,2/5/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Have printed receipt for MAM/9506/260205/00000023 on L02, had syntax error, wrong PIN was used.",,,,,,,,,,,,,,,,,,,,
4420225,Bugolobi,2/5/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer erro,,,,,,,,,,,,,,,,,,,,
4420262,The Hub,2/5/2026,Store.Back Office.EOD,Resolved,Remote,Eod issues,,,,,,,,,,,,,,,,,,,,
4421052,Kunduchi,2/6/2026,Store.Reports.Point Of Sale,Resolved,Remote,Cropped POS report.,,,,,,,,,,,,,,,,,,,,
4421893,TFA Arusha,2/6/2026,Store.Point Of Sale.Printer,Resolved,Remote,Unprinted receipt (TIN Syntax).,,,,,,,,,,,,,,,,,,,,
4422016,TFA Arusha,2/6/2026,Desktop.Software,Resolved,Remote,Excel support.,,,,,,,,,,,,,,,,,,,,
4422338,Kunduchi,2/6/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed receipt HAZ/9573/260206/00000009 on L04,,,,,,,,,,,,,,,,,,,,
4422527,Kunduchi,2/6/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed HAZ/9573/260206/00000012 on L04,,,,,,,,,,,,,,,,,,,,
4422595,Kunduchi,2/6/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed HAZ/9573/260206/00000014 on L04,,,,,,,,,,,,,,,,,,,,
4422690,Golf Course,2/6/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4422718,Naalya,2/6/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4422738,Rupa Mall,2/6/2026,Store.Point Of Sale.EFRIS,Resolved,Remote,"EOD issue, sales data transfer error",,,,,,,,,,,,,,,,,,,,
4423389,Mlimani City,2/7/2026,Store.Point Of Sale.Server,Resolved,Remote,POS of 5/02/2026 not completed please help to recheck,,,,,,,,,,,,,,,,,,,,
4423545,Mlimani City,2/7/2026,Store.Point Of Sale.Printer,Resolved,Remote,Till 2 EFD BLOCKED TOO MANY UNSENT REPORTS,,,,,,,,,,,,,,,,,,,,
4423566,The Junction,2/7/2026,Network.Internet,Resolved,Remote,Internet down at store,,,,,,,,,,,,,,,,,,,,
4423734,TFA Arusha,2/7/2026,Store.Point Of Sale.Printer,Resolved,Remote,"Printed EST/954/260207/000000011, syntax error, TIN input missed",,,,,,,,,,,,,,,,,,,,
4424005,Mlimani City,2/7/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Printed  MRM/9571/260207/00000046, L05 syntax error, TIN input missed",,,,,,,,,,,,,,,,,,,,
4424029,Kisumu,2/7/2026,Store.Reports.Back Office,Awaiting User,Remote,IBT not refelecting on BI,,,,,,,,,,,,,,,,,,,,
4424370,Mlimani City,2/7/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unsent z reports on till 2,,,,,,,,,,,,,,,,,,,,
4424796,PPF Tower,2/8/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed PKM/953/260208/000000001 on L02,,,,,,,,,,,,,,,,,,,,
4425009,Naalya,2/8/2026,Desktop.Printer,Resolved,On-site,Assisted users to properly insert new toner for the HP LaserJet MFP M236dw back office printer,,,,,,,,,,,,,,,,,,,,
4425055,TFA Arusha,2/8/2026,Store.Point Of Sale.Receipts,Resolved,Remote,"Printed receipt for DOB/954/260802/000000009, syntax error, TIN input missed",,,,,,,,,,,,,,,,,,,,
4425191,Kunduchi,2/8/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Printed HAZ/9573/260207/00000022 on L04 and SOR/9573/260208/00000013 on L03,,,,,,,,,,,,,,,,,,,,
4425215,Kunduchi,2/8/2026,Store.Back Office.Server,Awaiting Vendor,Remote,TIN details change/update,,,,,,,,,,,,,,,,,,,,
4425354,Galleria,2/8/2026,Desktop.Password,Resolved,Remote,Reset email password for user; W9505sat,,,,,,,,,,,,,,,,,,,,
4425360,Palm Village,2/8/2026,Store.Point Of Sale.Printer,Resolved,Remote,Till printer no.5 there is error,,,,,,,,,,,,,,,,,,,,
4425381,Palm Village,2/8/2026,BI Reporting.Data Issues,Open,Remote,Tender checks/variances.,,,,,,,,,,,,,,,,,,,,
4425455,Bugolobi,2/8/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4425880,TFA Arusha,2/9/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4425941,TFA Arusha,2/9/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4426427,PPF Tower,2/9/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4426632,PPF Tower,2/9/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4426765,Mlimani City,2/9/2026,Store.Point Of Sale.Server,Awaiting Vendor,Remote,Incorrect TIN details.,,,,,,,,,,,,,,,,,,,,
4426825,Mlimani City,2/9/2026,Store.Point Of Sale.Server,Awaiting Vendor,Remote,Incorrect TIN details.,,,,,,,,,,,,,,,,,,,,
4427017,Galleria,2/9/2026,Store.Point Of Sale.Hardware,Resolved,Remote,Peoplesoft password reset,,,,,,,,,,,,,,,,,,,,
4427411,Palm Village,2/9/2026,Store.Point Of Sale.Printer,Awaiting Vendor,On-site,RA server blackout.,,,,,,,,,,,,,,,,,,,,
4427730,Mlimani City,2/9/2026,Finance.Oracle Financials,Resolved,Remote,Update banking details.,,,,,,,,,,,,,,,,,,,,
4427907,Naalya,2/9/2026,Desktop.Password,Resolved,Remote,Reset people soft password for the user w7017941,,,,,,,,,,,,,,,,,,,,
4428200,TFA Arusha,2/9/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4428225,Kunduchi,2/9/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4428316,Acacia,2/9/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4428318,TFA Arusha,2/9/2026,Store.Point Of Sale.Printer,Awaiting Vendor,On-site,RA server blackout.,,,,,,,,,,,,,,,,,,,,
4428901,Rupa Mall,2/10/2026,Store.Point Of Sale.Hardware,Resolved,Remote,Peoplesoft password reset,,,,,,,,,,,,,,,,,,,,
4428910,PPF Tower,2/10/2026,Store.Back Office.Receiving,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4430398,Mlimani City,2/10/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4430551,Kunduchi,2/10/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4430586,Kunduchi,2/10/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4430756,PPF Tower,2/10/2026,Store.Point Of Sale.Pricing,Resolved,Remote,Missing SKUs in promo.,,,,,,,,,,,,,,,,,,,,
4430801,Kunduchi,2/10/2026,Store.Back Office.Receiving,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4431101,Naalya,2/10/2026,Desktop.Password,Resolved,Remote,Reset people soft password for the user w7107941,,,,,,,,,,,,,,,,,,,,
4431251,PPF Tower,2/10/2026,Store.Point Of Sale.Printer,Resolved,On-site,Unsent reports.,,,,,,,,,,,,,,,,,,,,
4431300,Two Rivers,2/10/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4431406,Naalya,2/10/2026,Desktop.Password,Resolved,Remote,Reset PeopleSoft password for user; W7188813,,,,,,,,,,,,,,,,,,,,
4431615,Mlimani City,2/11/2026,Store.Point Of Sale.Server,Resolved,Remote,Backup scheduler not working.,,,,,,,,,,,,,,,,,,,,
4431637,PPF Tower,2/11/2026,Store.Point Of Sale.Printer,Resolved,On-site,Serv Pass? Z 417,,,,,,,,,,,,,,,,,,,,
4432130,Kunduchi,2/11/2026,Store.Point Of Sale.Receipts,Resolved,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4432781,Naalya,2/11/2026,Desktop.Printer,Resolved,Remote,"Users have been assisted to print checklist from the server, the cancelled checklist was showing incomplete transaction numbers",,,,,,,,,,,,,,,,,,,,
4433294,Mlimani City,2/11/2026,Store.Back Office.Receiving,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4433429,PPF Tower,2/11/2026,Store.Back Office.Receiving,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4433531,Naalya,2/11/2026,Desktop.Software,Resolved,Remote,"Updated java on wwfmgruga machine, to allow the user smoothly run oracle reports",,,,,,,,,,,,,,,,,,,,
4433623,Palm Village,2/11/2026,Store.Back Office.Receiving,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4434148,Sarit,2/12/2026,Finance.Oracle Financials,Resolved,Remote,Iprocurement password reset,,,,,,,,,,,,,,,,,,,,
4434749,Mlimani City,2/12/2026,Store.Point Of Sale.Printer,Resolved,On-site,Serv Pass? Z 417,,,,,,,,,,,,,,,,,,,,
4435415,Mlimani City,2/12/2026,Desktop.Printer,Awaiting Vendor,On-site,Scanner configuration.,,,,,,,,,,,,,,,,,,,,
4435554,Sarit,2/12/2026,Desktop.Back office PC.Maintenance,Resolved,On-site,"WWDST3MGR undergoing repair, Screen Replaced, Email Rules Configured, Printer set up.",,,,,,,,,,,,,,,,,,,,
4435728,Kisumu,2/12/2026,WW Store.Export Warehouse,Resolved,Remote,Attached documents,,,,,,,,,,,,,,,,,,,,
4435766,Village Market,2/12/2026,Network.AP,Resolved,On-site,AP-01 not working,,,,,,,,,,,,,,,,,,,,
4435863,TFA Arusha,2/12/2026,Store.Back Office.Receiving,Resolved,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4435919,Nyali City,2/12/2026,WW Store.Export Warehouse,Resolved,Remote,Attached documents,,,,,,,,,,,,,,,,,,,,
4436050,Kisumu,2/12/2026,Store.Back Office.EOD,Resolved,Remote,Data transfer error,,,,,,,,,,,,,,,,,,,,
4436924,Sarit,2/13/2026,Finance.Oracle Financials,In Progress,Remote,Iprocurement password reset,,,,,,,,,,,,,,,,,,,,
4437256,TFA Arusha,2/13/2026,Store.Point Of Sale.Receipts,Awaiting Vendor,Remote,Unprinted receipt.,,,,,,,,,,,,,,,,,,,,
4437622,The Hub,2/13/2026,Store.Closure.Unforeseen Events,Open,On-site,Issues with the stores ceiling,,,,,,,,,,,,,,,,,,,,
4437955,Palm Village,2/13/2026,Store.Back Office.Receiving,In Progress,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4438111,Bugolobi,2/13/2026,Store.Point Of Sale.Hardware,Resolved,Remote,F.1 key for ug3 keboard has been putting the computer to sleep instead of giving a payment option for cash on POS,,,,,,,,,,,,,,,,,,,,
4438157,Mlimani City,2/13/2026,Finance.Oracle Financials,Open,Remote,Oracle access requested.,,,,,,,,,,,,,,,,,,,,
4438305,Kunduchi,2/13/2026,Store.Back Office.Receiving,In Progress,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4438343,Bugolobi,2/13/2026,Store.Back Office.EOD,Resolved,Remote,Sales data transfer error,,,,,,,,,,,,,,,,,,,,
4437660,Mlimani City,2/14/2026,Store.Point Of Sale.Printer,Resolved,Remote,serv. pass. S/N03TZ2530000638 on till no.04,,,,,,,,,,,,,,,,,,,,
4438735,Mlimani City,2/14/2026,Desktop.Printer,Resolved,Remote,Not able to print daily checklist,,,,,,,,,,,,,,,,,,,,
4439634,PPF Tower,2/14/2026,Store Operations.Loss of Trade.Power Failure,Open,On-site,Power loss + UPS failure.,,,,,,,,,,,,,,,,,,,,
4439660,PPF Tower,2/14/2026,WW Store.Export Warehouse,In Progress,Remote,Receiving claims/reports.,,,,,,,,,,,,,,,,,,,,
4439768,Two Rivers,2/14/2026,WW Store.Export Warehouse,In Progress,Remote,Attached documents,,,,,,,,,,,,,,,,,,,,
4439778,Acacia,2/14/2026,Store.Point Of Sale.Printer,Resolved,Remote,Till printer on UG4 was off and not powering,,,,,,,,,,,,,,,,,,,,
